protId	score	label	symbol
P17931	32.6422212597685	PM	LEG3_HUMAN
O14498	27.2900785517733	PM	ISLR_HUMAN
P07202	18.9101342061927	PM	PERT_HUMAN
O14907	17.9109683384463	PM	TX1B3_HUMAN
Q16822	17.5437012419093	PM	PCKGM_HUMAN
Q96Q05	16.5820749875062	PM	TPPC9_HUMAN
O60504	15.8966637075256	PM	VINEX_HUMAN
P04406	15.4730607078447	PM	G3P_HUMAN
Q14247	14.6299879282911	PM	SRC8_HUMAN
P09382	13.9157644707707	PM	LEG1_HUMAN
P63104	13.4534983844418	PM	1433Z_HUMAN
P14618	13.1465782016052	PM	KPYM_HUMAN
P53634	12.9256612582082	PM	CATC_HUMAN
Q04837	12.9120951091835	PM	SSBP_HUMAN
P61353	12.5146364952305	PM	RL27_HUMAN
Q71UM5	11.1785765666287	PM	RS27L_HUMAN
O75083	10.3664931516005	PM	WDR1_HUMAN
Q8WVM8	9.24229975373809	PM	SCFD1_HUMAN
O14498	15.2424577687473	PN	ISLR_HUMAN
P17931	14.7106855001207	PN	LEG3_HUMAN
Q04837	13.0770291516865	PN	SSBP_HUMAN
Q96AE4	12.8701809400671	PN	FUBP1_HUMAN
P11142	11.6911758622324	PN	HSP7C_HUMAN
P06576	10.8651036772928	PN	ATPB_HUMAN
Q86UN3	10.6701864590627	PN	R4RL2_HUMAN
P17844	10.4889017367117	PN	DDX5_HUMAN
O94906	10.26512703991	PN	PRP6_HUMAN
P36957	9.7618639212507	PN	ODO2_HUMAN
Q9BYX7	9.6779686718569	PN	ACTBM_HUMAN
O00154	9.58739239145575	PN	BACH_HUMAN
Q8N6C5	9.45187614989593	PN	IGSF1_HUMAN
Q6Y7W6	9.34821876681515	PN	GGYF2_HUMAN
Q96BS2	9.34716786539823	PN	CHP3_HUMAN
P49207	9.22295385828409	PN	RL34_HUMAN
Q969H8	9.00916454075345	PN	MYDGF_HUMAN
P53004	8.82794513596991	PN	BIEA_HUMAN
Q14839	8.78150477625712	PN	CHD4_HUMAN
O43824	8.68130914489975	PN	GTPB6_HUMAN
Q7Z3B4	8.38780097338894	PN	NUP54_HUMAN
Q71UM5	8.38275023231823	PN	RS27L_HUMAN
P62241	8.26439031498833	PN	RS8_HUMAN
Q8WVM8	8.05333816350442	PN	SCFD1_HUMAN
P11586	8.04069612518294	PN	C1TC_HUMAN
Q8NBJ4	8.03674617064655	PN	GOLM1_HUMAN
O60504	7.2110677430992	PN	VINEX_HUMAN
P35232	7.13275087853311	PN	PHB_HUMAN
O00291	6.43373367453839	PN	HIP1_HUMAN
P17931	42.9831509413116	PA	LEG3_HUMAN
O14907	23.9336530745378	PA	TX1B3_HUMAN
P07202	22.5375803694755	PA	PERT_HUMAN
P63279	20.6538406154986	PA	UBC9_HUMAN
P06703	20.0753515662193	PA	S10A6_HUMAN
O60504	18.8238552800221	PA	VINEX_HUMAN
Q96Q05	16.615066927048	PA	TPPC9_HUMAN
Q14247	15.1887220398809	PA	SRC8_HUMAN
P09382	14.784462527538	PA	LEG1_HUMAN
Q96FF7	14.6596326007426	PA	MISP3_HUMAN
P07355	12.3400947968301	PA	ANXA2_HUMAN
O95994	11.9973606595636	PA	AGR2_HUMAN
P17931	21.3691912659252	PC	LEG3_HUMAN
O60504	11.3765855837211	PC	VINEX_HUMAN
P06703	10.8563204472049	PC	S10A6_HUMAN
P09382	8.89084361873829	PC	LEG1_HUMAN
P07355	8.76837735117942	PC	ANXA2_HUMAN
Q13425	8.39752330407479	PC	SNTB2_HUMAN
P07202	7.63973844150505	PC	PERT_HUMAN
P37802	7.12439494394782	PC	TAGL2_HUMAN
Q14247	7.09292378673015	PC	SRC8_HUMAN
