protId	avgScore	totall	symbol
P07202	23.4994020688893	93.9976082755573	PERT_HUMAN
Q14764	17.5391127016051	52.6173381048154	MVP_HUMAN
P47756	16.7832794450656	16.7832794450656	CAPZB_HUMAN
P46778	15.0693584300756	60.2774337203023	RL21_HUMAN
P04083	14.4025815444547	57.6103261778189	ANXA1_HUMAN
Q92506	13.7306961674218	27.4613923348436	DHB8_HUMAN
P17931	13.4713388602784	53.8853554411137	LEG3_HUMAN
P12277	12.7793348683454	38.3380046050363	KCRB_HUMAN
P02743	12.347316182724	37.0419485481719	SAMP_HUMAN
Q15056	12.2735823951769	12.2735823951769	IF4H_HUMAN
P02751	12.2137592361178	48.8550369444713	FINC_HUMAN
Q9HCC0	12.0202299316124	48.0809197264494	MCCB_HUMAN
P06702	11.950994352093	23.901988704186	S10A9_HUMAN
O60504	11.7252053921195	35.1756161763585	VINEX_HUMAN
Q07065	11.4802517342338	22.9605034684676	CKAP4_HUMAN
Q71UM5	11.1261251486923	44.5045005947694	RS27L_HUMAN
P10909	10.8561703140535	43.424681256214	CLUS_HUMAN
Q9H910	10.7565219174862	10.7565219174862	JUPI2_HUMAN
P20700	10.6625921280979	53.3129606404896	LMNB1_HUMAN
Q96AE4	10.4134743484414	31.2404230453243	FUBP1_HUMAN
P62913	9.97218899670205	39.8887559868082	RL11_HUMAN
P61353	9.85859726339888	59.1515835803933	RL27_HUMAN
P49207	9.73217394103868	9.73217394103868	RL34_HUMAN
Q9Y2Q3	9.71834804069452	19.436696081389	GSTK1_HUMAN
P27695	9.6144041132749	9.6144041132749	APEX1_HUMAN
P05387	9.44022597733765	18.8804519546753	RLA2_HUMAN
O43464	9.4042141309329	9.4042141309329	HTRA2_HUMAN
Q9P0M6	9.1290241791248	18.2580483582496	H2AW_HUMAN
O94875	9.07267466804146	27.2180240041244	SRBS2_HUMAN
Q9NTK5	9.07038524555095	27.2111557366529	OLA1_HUMAN
P00568	9.0360493939649	27.1081481818947	KAD1_HUMAN
P39059	8.91479980188679	8.91479980188679	COFA1_HUMAN
P60866	8.81620694037118	35.2648277614847	RS20_HUMAN
O75531	8.77069219022404	8.77069219022404	BAF_HUMAN
P52272	8.64499943964997	34.5799977585999	HNRPM_HUMAN
P07858	8.59045323064158	8.59045323064158	CATB_HUMAN
P37802	8.57520240590701	25.725607217721	TAGL2_HUMAN
Q9GZT3	8.57053585152718	25.7116075545815	SLIRP_HUMAN
P09382	8.56089025288429	34.2435610115371	LEG1_HUMAN
O14498	8.5509524685445	25.6528574056335	ISLR_HUMAN
P04075	8.50177361647704	25.5053208494311	ALDOA_HUMAN
P21397	8.39523286561336	16.7904657312267	AOFA_HUMAN
P11142	8.35562847422238	41.7781423711119	HSP7C_HUMAN
P01034	8.22789864329233	16.4557972865847	CYTC_HUMAN
P62241	8.20932636256551	24.6279790876965	RS8_HUMAN
O75367	8.12377120099236	8.12377120099236	H2AY_HUMAN
O15067	8.03156324206036	16.0631264841207	PUR4_HUMAN
Q13263	7.96405582013279	7.96405582013279	TIF1B_HUMAN
Q6PCB0	7.89029242855319	31.5611697142127	VWA1_HUMAN
P62263	7.77998435399701	23.339953061991	RS14_HUMAN
O00339	7.68988286361094	15.3797657272219	MATN2_HUMAN
O60437	7.6335864875673	22.9007594627019	PEPL_HUMAN
P53999	7.60650330275279	7.60650330275279	TCP4_HUMAN
P04080	7.51849590499298	15.036991809986	CYTB_HUMAN
Q00610	7.4677004157754	14.9354008315508	CLH1_HUMAN
Q9Y4L1	7.35760390640094	14.7152078128019	HYOU1_HUMAN
Q92945	7.34930319823836	7.34930319823836	FUBP2_HUMAN
P04406	7.25504684024437	14.5100936804887	G3P_HUMAN
P12429	7.21532112900132	28.8612845160053	ANXA3_HUMAN
P23526	7.16755928741198	21.502677862236	SAHH_HUMAN
P26373	7.06084651386323	7.06084651386323	RL13_HUMAN
P08294	6.98364623324554	27.9345849329822	SODE_HUMAN
P25705	6.94138782679182	27.7655513071673	ATPA_HUMAN
P61978	6.94028614031575	20.8208584209473	HNRPK_HUMAN
P02787	6.93715557960752	27.7486223184301	TRFE_HUMAN
P35268	6.65935081924694	19.9780524577408	RL22_HUMAN
P14618	6.65363661466235	19.9609098439871	KPYM_HUMAN
P19367	6.54108846987696	6.54108846987696	HXK1_HUMAN
P19827	6.53520766431282	13.0704153286256	ITIH1_HUMAN
Q14847	6.48290889257453	12.9658177851491	LASP1_HUMAN
Q13642	6.47676850713711	6.47676850713711	FHL1_HUMAN
P08758	6.46379168686598	12.927583373732	ANXA5_HUMAN
P62937	6.36083697367732	6.36083697367732	PPIA_HUMAN
P46940	6.30125509245885	25.2050203698354	IQGA1_HUMAN
P30101	6.23952134507564	12.4790426901513	PDIA3_HUMAN
Q99584	6.19839024175643	12.3967804835129	S10AD_HUMAN
P27797	6.15809700789668	6.15809700789668	CALR_HUMAN
P60900	6.08408472353414	12.1681694470683	PSA6_HUMAN
O15145	6.06951240522265	6.06951240522265	ARPC3_HUMAN
P32969	6.04968717460865	6.04968717460865	RL9_HUMAN
P04844	6.0396506346994	6.0396506346994	RPN2_HUMAN
P06576	6.03150647459206	6.03150647459206	ATPB_HUMAN
P23381	5.96633276627639	11.9326655325528	SYWC_HUMAN
Q15149	5.94948472483996	11.8989694496799	PLEC_HUMAN
P02452	5.9284512855558	17.7853538566674	CO1A1_HUMAN
Q9Y3I0	5.85350252529305	11.7070050505861	RTCB_HUMAN
P02765	5.81656710444263	5.81656710444263	FETUA_HUMAN
P51888	5.77098493088793	17.3129547926638	PRELP_HUMAN
Q6NZI2	5.66316976478058	11.3263395295612	CAVN1_HUMAN
P07355	5.64770777535104	11.2954155507021	ANXA2_HUMAN
Q16851	5.63182315417326	11.2636463083465	UGPA_HUMAN
Q96I24	5.62915421364527	5.62915421364527	FUBP3_HUMAN
P26641	5.60481960447453	5.60481960447453	EF1G_HUMAN
P05109	5.50296939510965	5.50296939510965	S10A8_HUMAN
P50454	5.48196605492675	16.4458981647802	SERPH_HUMAN
Q01813	5.43277904182529	10.8655580836506	PFKAP_HUMAN
P61160	5.43247750461738	5.43247750461738	ARP2_HUMAN
P49189	5.43090871781376	5.43090871781376	AL9A1_HUMAN
P02790	5.41029329431705	5.41029329431705	HEMO_HUMAN
P30044	5.34751873510695	5.34751873510695	PRDX5_HUMAN
