protId	score	label	symbol
P17931	20.7615906931853	PM	LEG3_HUMAN
O14498	16.624885542163	PM	ISLR_HUMAN
O60504	13.1244346711616	PM	VINEX_HUMAN
Q16822	12.7153904095224	PM	PCKGM_HUMAN
O14907	11.2320563576476	PM	TX1B3_HUMAN
P14618	10.7182649931713	PM	KPYM_HUMAN
Q96Q05	10.5454820532605	PM	TPPC9_HUMAN
Q8N6C5	10.4645081131576	PM	IGSF1_HUMAN
P25787	10.2657318794051	PM	PSA2_HUMAN
P09382	9.61100963059803	PM	LEG1_HUMAN
P61916	9.44187451659136	PM	NPC2_HUMAN
Q04837	9.35971831201706	PM	SSBP_HUMAN
P07202	9.35474968915703	PM	PERT_HUMAN
P04406	9.17206206085716	PM	G3P_HUMAN
Q9NTK5	9.13646498381215	PM	OLA1_HUMAN
P63104	9.07634619441806	PM	1433Z_HUMAN
P27694	8.94625205975781	PM	RFA1_HUMAN
Q6Y7W6	8.88327680276384	PM	GGYF2_HUMAN
P53634	8.6605931730656	PM	CATC_HUMAN
Q14247	8.60901262398528	PM	SRC8_HUMAN
O00203	8.4340147170987	PM	AP3B1_HUMAN
Q86UN3	8.41183387100109	PM	R4RL2_HUMAN
Q71UM5	8.14998404593862	PM	RS27L_HUMAN
Q96AE4	8.11159026032299	PM	FUBP1_HUMAN
O00469	8.0546756117928	PM	PLOD2_HUMAN
Q9Y365	8.00122241072629	PM	STA10_HUMAN
Q9NP72	7.98240740725823	PM	RAB18_HUMAN
Q13098	7.90175276662559	PM	CSN1_HUMAN
P52566	7.85915344564397	PM	GDIR2_HUMAN
P30622	7.84064881039642	PM	CLIP1_HUMAN
Q9BY43	7.79231182722492	PM	CHM4A_HUMAN
Q9Y4P3	7.44756271846197	PM	TBL2_HUMAN
Q96FF7	7.44498885095075	PM	MISP3_HUMAN
P17844	7.41331148188193	PM	DDX5_HUMAN
P00568	7.39073541567195	PM	KAD1_HUMAN
Q8NBJ4	7.3815651002548	PM	GOLM1_HUMAN
Q562R1	7.20879403858171	PM	ACTBL_HUMAN
Q96C90	7.0870948460565	PM	PP14B_HUMAN
O75083	7.05807122276255	PM	WDR1_HUMAN
O43264	7.0568076921225	PM	ZW10_HUMAN
Q53EL6	6.9122121726951	PM	PDCD4_HUMAN
P61353	6.87302809384305	PM	RL27_HUMAN
Q01105	6.87069596680028	PM	SET_HUMAN
Q9UL46	6.74218181041339	PM	PSME2_HUMAN
P37802	6.65054376273997	PM	TAGL2_HUMAN
P62913	6.62421545134477	PM	RL11_HUMAN
Q8WVM8	6.58634020185275	PM	SCFD1_HUMAN
P00492	6.39721656743852	PM	HPRT_HUMAN
P04080	6.39278981117209	PM	CYTB_HUMAN
Q9Y265	6.27447793204734	PM	RUVB1_HUMAN
P50990	6.09281640776956	PM	TCPQ_HUMAN
P11142	6.08930986970854	PM	HSP7C_HUMAN
Q00610	6.07963301683564	PM	CLH1_HUMAN
Q6DKJ4	6.03001771775251	PM	NXN_HUMAN
P60660	5.97114784573012	PM	MYL6_HUMAN
P63220	5.96119781125753	PM	RS21_HUMAN
P53004	5.8017412184221	PM	BIEA_HUMAN
O15511	5.75883705948157	PM	ARPC5_HUMAN
P49207	5.32482151976084	PM	RL34_HUMAN
P16401	5.31606907355754	PM	H15_HUMAN
P18827	5.20226094129596	PM	SDC1_HUMAN
Q9Y285	5.1507239074603	PM	SYFA_HUMAN
P06737	5.14526390042141	PM	PYGL_HUMAN
P49368	5.07559604567535	PM	TCPG_HUMAN
P62280	4.9922469872835	PM	RS11_HUMAN
P31946	4.89218841914186	PM	1433B_HUMAN
Q96H20	4.67651057527721	PM	SNF8_HUMAN
Q00059	4.66338318772938	PM	TFAM_HUMAN
O15400	4.17117033533814	PM	STX7_HUMAN
Q96DI7	4.16390520786263	PM	SNR40_HUMAN
P35268	3.54069031456255	PM	RL22_HUMAN
Q15843	2.9540803745098	PM	NEDD8_HUMAN
P46781	2.92795422874246	PM	RS9_HUMAN
P62263	2.88441440807707	PM	RS14_HUMAN
P62851	2.83722361033597	PM	RS25_HUMAN
P17931	16.1630972463688	PN	LEG3_HUMAN
O14498	15.7417022609378	PN	ISLR_HUMAN
Q96AE4	14.5551679943437	PN	FUBP1_HUMAN
Q04837	14.092286067149	PN	SSBP_HUMAN
P11142	13.4994851099374	PN	HSP7C_HUMAN
Q9GZT3	12.7276919073575	PN	SLIRP_HUMAN
Q8N6C5	12.1302760576504	PN	IGSF1_HUMAN
Q86UN3	11.6573920433276	PN	R4RL2_HUMAN
P06576	11.43545268073	PN	ATPB_HUMAN
O75347	11.299350214237	PN	TBCA_HUMAN
Q6Y7W6	11.1955479346916	PN	GGYF2_HUMAN
Q8NBJ4	11.0542050579922	PN	GOLM1_HUMAN
P62241	10.8227452158623	PN	RS8_HUMAN
O94906	10.6287287026253	PN	PRP6_HUMAN
P36957	10.456833796715	PN	ODO2_HUMAN
P18827	10.2631384631453	PN	SDC1_HUMAN
Q9BYX7	10.228286932217	PN	ACTBM_HUMAN
Q8WVM8	10.0842998314002	PN	SCFD1_HUMAN
Q71UM5	9.91539470981394	PN	RS27L_HUMAN
P53004	9.33925031304053	PN	BIEA_HUMAN
Q9BRT3	8.97447652246873	PN	MIEN1_HUMAN
Q13451	6.74418322349342	PN	FKBP5_HUMAN
O14964	6.38455564295695	PN	HGS_HUMAN
P17931	37.4454287845246	PA	LEG3_HUMAN
P07202	19.8882632214387	PA	PERT_HUMAN
O14907	19.4638821699564	PA	TX1B3_HUMAN
P63279	18.8811130038625	PA	UBC9_HUMAN
O60504	17.8542808186468	PA	VINEX_HUMAN
P06703	16.8119562850077	PA	S10A6_HUMAN
Q96Q05	15.7520640041611	PA	TPPC9_HUMAN
Q96FF7	15.2250992583185	PA	MISP3_HUMAN
Q14247	13.3547821866951	PA	SRC8_HUMAN
P09382	12.7272754894105	PA	LEG1_HUMAN
P07355	11.5881698375905	PA	ANXA2_HUMAN
O95994	11.2644908611998	PA	AGR2_HUMAN
Q6DKJ4	10.7356892708724	PA	NXN_HUMAN
P14618	10.0407736318465	PA	KPYM_HUMAN
O00469	9.66698808358864	PA	PLOD2_HUMAN
Q58FF3	9.4869082911886	PA	ENPLL_HUMAN
Q14847	8.86117899517862	PA	LASP1_HUMAN
Q9NYL9	7.73407022791292	PA	TMOD3_HUMAN
Q9UBG0	6.39978923856318	PA	MRC2_HUMAN
P17931	20.2938565202927	PC	LEG3_HUMAN
P07355	10.8354936813657	PC	ANXA2_HUMAN
O60504	10.8186690458231	PC	VINEX_HUMAN
Q13425	8.86992430154684	PC	SNTB2_HUMAN
P06703	8.82735980105296	PC	S10A6_HUMAN
P09382	8.77195185655285	PC	LEG1_HUMAN
P07202	8.18637379132758	PC	PERT_HUMAN
Q14247	7.36456104169844	PC	SRC8_HUMAN
Q7Z4W1	6.18950204776189	PC	DCXR_HUMAN
P12429	6.17543399155159	PC	ANXA3_HUMAN
P37802	6.09590231485316	PC	TAGL2_HUMAN
P01766	6.04729401237222	PC	HV313_HUMAN
P46940	5.90759851478529	PC	IQGA1_HUMAN
Q14165	5.89627883189625	PC	MLEC_HUMAN
Q6DKJ4	5.73324757574979	PC	NXN_HUMAN
O14907	5.30753648851466	PC	TX1B3_HUMAN
Q96Q05	5.15575350833921	PC	TPPC9_HUMAN
Q13642	5.09106023640562	PC	FHL1_HUMAN
Q9NZJ7	5.03887662712822	PC	MTCH1_HUMAN
Q4G0J3	5.0194669508765	PC	LARP7_HUMAN
P63279	4.76439108736127	PC	UBC9_HUMAN
Q13217	4.74863629007126	PC	DNJC3_HUMAN
Q9BZM5	4.68712753963964	PC	ULBP2_HUMAN
Q02543	4.64743235876005	PC	RL18A_HUMAN
P51888	4.57285817336329	PC	PRELP_HUMAN
Q02218	4.54601827142338	PC	ODO1_HUMAN
Q14112	4.52392079158755	PC	NID2_HUMAN
P53634	4.45080131911483	PC	CATC_HUMAN
O14786	4.44324311552683	PC	NRP1_HUMAN
P04075	4.4130432366067	PC	ALDOA_HUMAN
Q14134	4.38896714082929	PC	TRI29_HUMAN
Q96CX2	4.35147653455526	PC	KCD12_HUMAN
P30047	4.28027849406748	PC	GFRP_HUMAN
Q8N8S7	4.04810388643909	PC	ENAH_HUMAN
P51580	4.02842610691668	PC	TPMT_HUMAN
P35232	3.95245380301478	PC	PHB_HUMAN
P52594	3.92382502628868	PC	AGFG1_HUMAN
Q96RP9	3.82614025948313	PC	EFGM_HUMAN
Q99623	3.82299054007429	PC	PHB2_HUMAN
O95994	3.72678772220741	PC	AGR2_HUMAN
Q9Y6C9	3.62602099118718	PC	MTCH2_HUMAN
Q92538	3.50698248338468	PC	GBF1_HUMAN
P01042	3.2517254459311	PC	KNG1_HUMAN
P42765	3.14884791378709	PC	THIM_HUMAN
P17844	2.9497908767512	PC	DDX5_HUMAN
Q8IYI6	2.90604341594107	PC	EXOC8_HUMAN
A8MXV4	2.8106561251702	PC	NUD19_HUMAN
Q9NTK5	2.80093226431669	PC	OLA1_HUMAN
P49789	2.79466457246171	PC	FHIT_HUMAN
Q9Y646	2.70077167865964	PC	CBPQ_HUMAN
Q15019	2.58278440071559	PC	SEPT2_HUMAN
Q9BSF4	2.55687636843856	PC	TIM29_HUMAN
Q4G176	2.47415661625126	PC	ACSF3_HUMAN
P21810	2.40677315820964	PC	PGS1_HUMAN
Q9NR31	2.37774527406817	PC	SAR1A_HUMAN
O14980	2.32620374345033	PC	XPO1_HUMAN
P62942	2.25762921500725	PC	FKB1A_HUMAN
O75340	2.19675727178091	PC	PDCD6_HUMAN
P35998	2.13048968611104	PC	PRS7_HUMAN
P00390	2.08959087311655	PC	GSHR_HUMAN
Q9H9B4	1.93090372499509	PC	SFXN1_HUMAN
Q9H2G2	1.91006835067	PC	SLK_HUMAN
P24539	1.86923214833417	PC	AT5F1_HUMAN
P52209	1.85089363831129	PC	6PGD_HUMAN
O00291	1.80735745116972	PC	HIP1_HUMAN
Q92506	1.75992143266677	PC	DHB8_HUMAN
Q9Y4W6	1.64204633407815	PC	AFG32_HUMAN
Q6EEV6	1.5403537917817	PC	SUMO4_HUMAN
P22570	1.51606545953561	PC	ADRO_HUMAN
Q6UWP2	1.4468057107573	PC	DHR11_HUMAN
Q14393	1.38143456320439	PC	GAS6_HUMAN
P80723	1.3755508748548	PC	BASP1_HUMAN
P16152	1.32607793527761	PC	CBR1_HUMAN
Q9UBB4	1.32586218157053	PC	ATX10_HUMAN
P60866	1.27472113951687	PC	RS20_HUMAN
Q92973	1.16556717819675	PC	TNPO1_HUMAN
Q96I59	1.10617386489548	PC	SYNM_HUMAN
P05026	1.09761537882704	PC	AT1B1_HUMAN
Q9C0I1	1.09226752699938	PC	MTMRC_HUMAN
Q9NUT2	0.985604004942672	PC	ABCB8_HUMAN
Q96EL3	0.8671530723314	PC	RM53_HUMAN
Q15631	0.856441542036539	PC	TSN_HUMAN
Q8TE77	0.848832251540939	PC	SSH3_HUMAN
Q14847	0.84612325021988	PC	LASP1_HUMAN
P16157	0.838528927100277	PC	ANK1_HUMAN
P12956	0.795797595945114	PC	XRCC6_HUMAN
O95263	0.723452894771187	PC	PDE8B_HUMAN
Q14050	0.480954559301918	PC	CO9A3_HUMAN
Q6GMV3	0.30636235348854	PC	PTRD1_HUMAN
Q8N4V1	0.253265299730612	PC	MMGT1_HUMAN
Q9UBE0	-0.402401143568141	PC	SAE1_HUMAN
Q9Y277	-0.476691806925402	PC	VDAC3_HUMAN
Q8IXI1	-0.557009681513896	PC	MIRO2_HUMAN
Q9NX20	-1.04944593728389	PC	RM16_HUMAN
P04003	-1.51058357564204	PC	C4BPA_HUMAN
P58166	-1.72089769261688	PC	INHBE_HUMAN
Q6UVK1	12.0874372809167	MN	CSPG4_HUMAN
P02743	11.9973035502415	MN	SAMP_HUMAN
P62314	10.0312911911104	MN	SMD1_HUMAN
P06702	9.25105432929195	MN	S10A9_HUMAN
P15121	8.6718531521774	MN	ALDR_HUMAN
Q9Y3I0	8.28297998842286	MN	RTCB_HUMAN
O94905	8.11382825740648	MN	ERLN2_HUMAN
Q6UX71	8.07061512522962	MN	PXDC2_HUMAN
O95865	7.8156220278877	MN	DDAH2_HUMAN
Q8WUM4	7.73527103024444	MN	PDC6I_HUMAN
O76062	7.3078255530596	MN	ERG24_HUMAN
P35443	6.7132591390512	MN	TSP4_HUMAN
P62888	6.57583139559696	MN	RL30_HUMAN
Q7Z2W4	6.14246973284519	MN	ZCCHV_HUMAN
P61769	6.03148897911029	MN	B2MG_HUMAN
P01034	5.73633502799619	MN	CYTC_HUMAN
P14927	5.48711991766672	MN	QCR7_HUMAN
P42285	5.24844491296704	MN	MTREX_HUMAN
Q9HB07	5.05639012917867	MN	MYG1_HUMAN
Q14697	5.0493034188885	MN	GANAB_HUMAN
P49590	5.02894760127045	MN	SYHM_HUMAN
P56192	4.83122511559506	MN	SYMC_HUMAN
O14786	4.40940567768831	MN	NRP1_HUMAN
Q14203	4.01097284042196	MN	DCTN1_HUMAN
Q7L3T8	3.99873587467364	MN	SYPM_HUMAN
P30048	3.83810010829083	MN	PRDX3_HUMAN
Q9NWS8	3.67008510706288	MN	RMND1_HUMAN
Q92499	3.49548102305106	MN	DDX1_HUMAN
Q7Z7M0	3.37989768189014	MN	MEGF8_HUMAN
P07741	3.00441811287076	MN	APT_HUMAN
P12814	2.91980356743688	MN	ACTN1_HUMAN
O95436	2.91114711996841	MN	NPT2B_HUMAN
P20774	2.60229458788828	MN	MIME_HUMAN
P98095	2.59331579374407	MN	FBLN2_HUMAN
Q9Y2X3	2.57895564064973	MN	NOP58_HUMAN
Q9Y383	2.53000086129815	MN	LC7L2_HUMAN
Q9HA65	2.4726824495371	MN	TBC17_HUMAN
Q15345	2.44094613916444	MN	LRC41_HUMAN
P51687	2.23070388295932	MN	SUOX_HUMAN
Q8WWX9	2.0365116211533	MN	SELM_HUMAN
Q8N0X4	2.03432584511919	MN	CLYBL_HUMAN
P19022	1.89925005497966	MN	CADH2_HUMAN
Q9NPJ3	1.69290564527336	MN	ACO13_HUMAN
O95831	1.5686772364093	MN	AIFM1_HUMAN
Q9HC38	1.06502336560068	MN	GLOD4_HUMAN
O76021	1.03540821006805	MN	RL1D1_HUMAN
Q8WX93	0.569473123005077	MN	PALLD_HUMAN
Q9ULS5	0.552244501714854	MN	TMCC3_HUMAN
P50897	0.479803541413097	MN	PPT1_HUMAN
P15927	0.136343736990929	MN	RFA2_HUMAN
Q15366	0.0246480248195138	MN	PCBP2_HUMAN
P35611	-0.739717213148821	MN	ADDA_HUMAN
Q96CX2	-1.76054663736608	MN	KCD12_HUMAN
O14498	20.083217977976	MA	ISLR_HUMAN
P00568	14.7683913059215	MA	KAD1_HUMAN
P04075	14.6724905346127	MA	ALDOA_HUMAN
P16152	13.650423181159	MA	CBR1_HUMAN
P49189	12.5195994413687	MA	AL9A1_HUMAN
P08397	12.133753696362	MA	HEM3_HUMAN
P42765	12.0950876306777	MA	THIM_HUMAN
P25787	11.8897960665538	MA	PSA2_HUMAN
P31937	11.0967845806796	MA	3HIDH_HUMAN
P31946	10.8893620514363	MA	1433B_HUMAN
P62266	10.8491782093461	MA	RS23_HUMAN
Q6Y7W6	10.6689826849791	MA	GGYF2_HUMAN
P10606	10.5939242686743	MA	COX5B_HUMAN
Q9H0D6	9.8129241708441	MA	XRN2_HUMAN
P19388	9.62817119363437	MA	RPAB1_HUMAN
Q5JTZ9	8.66504193741262	MA	SYAM_HUMAN
