protId	score	label	symbol
P04083	20.4236921879161	PM	ANXA1_HUMAN
P07202	19.6307629769512	PM	PERT_HUMAN
P02751	14.6211090148715	PM	FINC_HUMAN
P17931	13.9778946784657	PM	LEG3_HUMAN
Q14764	12.9109979180865	PM	MVP_HUMAN
O60504	11.3297355209804	PM	VINEX_HUMAN
Q99584	10.7676227585091	PM	S10AD_HUMAN
P12277	10.6240591007089	PM	KCRB_HUMAN
P14618	10.3855241652222	PM	KPYM_HUMAN
P23381	10.2483272602034	PM	SYWC_HUMAN
Q15149	9.29019568878774	PM	PLEC_HUMAN
P08294	9.1116762337091	PM	SODE_HUMAN
Q96C19	8.71639733466208	PM	EFHD2_HUMAN
P07858	8.59045323064158	PM	CATB_HUMAN
P08758	8.54187175407096	PM	ANXA5_HUMAN
P09382	8.48387840158076	PM	LEG1_HUMAN
O60437	8.20777081968357	PM	PEPL_HUMAN
O00339	8.15125786272227	PM	MATN2_HUMAN
P04080	8.13341564027152	PM	CYTB_HUMAN
Q14847	7.99088966314406	PM	LASP1_HUMAN
O75083	7.7664645630676	PM	WDR1_HUMAN
P46940	7.10484720681055	PM	IQGA1_HUMAN
Q9Y4L1	7.06897355887758	PM	HYOU1_HUMAN
O94875	7.04056643531208	PM	SRBS2_HUMAN
Q00610	7.01671871901937	PM	CLH1_HUMAN
P20700	6.77690812528601	PM	LMNB1_HUMAN
Q9UHV9	6.69226372434635	PM	PFD2_HUMAN
P31939	6.53203710325805	PM	PUR9_HUMAN
P25705	6.45950402513214	PM	ATPA_HUMAN
Q14195	6.36240999391543	PM	DPYL3_HUMAN
P19971	6.21927167648871	PM	TYPH_HUMAN
P62913	6.19783170597893	PM	RL11_HUMAN
Q9NTK5	6.0830544437674	PM	OLA1_HUMAN
O15145	6.06951240522265	PM	ARPC3_HUMAN
P32969	6.04968717460865	PM	RL9_HUMAN
Q71UM5	6.0359934715059	PM	RS27L_HUMAN
P06576	6.03150647459206	PM	ATPB_HUMAN
P61978	6.00760894855744	PM	HNRPK_HUMAN
P21333	5.83497404016114	PM	FLNA_HUMAN
P00568	5.77503519538347	PM	KAD1_HUMAN
P37802	5.77006997525005	PM	TAGL2_HUMAN
P21397	5.75814278468775	PM	AOFA_HUMAN
Q9BYX7	5.74865353747373	PM	ACTBM_HUMAN
P04075	5.69569723554996	PM	ALDOA_HUMAN
Q15417	5.69432502107384	PM	CNN3_HUMAN
P50454	5.44291574074418	PM	SERPH_HUMAN
P61160	5.43247750461738	PM	ARP2_HUMAN
P11216	5.35238460960753	PM	PYGB_HUMAN
P59998	5.29006455044009	PM	ARPC4_HUMAN
P11142	5.25107627062175	PM	HSP7C_HUMAN
Q07065	5.2404581573711	PM	CKAP4_HUMAN
P62241	5.07257713403878	PM	RS8_HUMAN
Q9Y3I0	4.96952910244958	PM	RTCB_HUMAN
P46776	4.94295574314625	PM	RL27A_HUMAN
P43034	4.90361156911228	PM	LIS1_HUMAN
P49419	4.82206893259455	PM	AL7A1_HUMAN
P63104	4.73600054101707	PM	1433Z_HUMAN
Q16851	4.65199074373174	PM	UGPA_HUMAN
P30520	4.48282944587634	PM	PURA2_HUMAN
P61353	4.47327755069589	PM	RL27_HUMAN
Q7Z406	4.41050383919521	PM	MYH14_HUMAN
P06737	4.26725097573349	PM	PYGL_HUMAN
P42765	4.26324131099093	PM	THIM_HUMAN
Q13630	4.14340508499633	PM	FCL_HUMAN
P04179	4.07769933007877	PM	SODM_HUMAN
Q96AE4	4.07262931515207	PM	FUBP1_HUMAN
P19338	3.96402732426194	PM	NUCL_HUMAN
P62851	3.86252101670203	PM	RS25_HUMAN
P08238	3.80372622699151	PM	HS90B_HUMAN
P35268	3.63253945601166	PM	RL22_HUMAN
P31942	3.61941354254476	PM	HNRH3_HUMAN
P39019	3.57086601678463	PM	RS19_HUMAN
P60866	3.47495831058875	PM	RS20_HUMAN
P07900	3.44448594977937	PM	HS90A_HUMAN
P04406	3.42469903257916	PM	G3P_HUMAN
P62263	2.62971141200906	PM	RS14_HUMAN
P08865	2.41614235930877	PM	RSSA_HUMAN
Q14103	1.81184177196946	PM	HNRPD_HUMAN
P48047	1.43081389645413	PM	ATPO_HUMAN
P07202	36.5043692792312	PN	PERT_HUMAN
P20700	29.6684611123365	PN	LMNB1_HUMAN
P61353	28.2469168152663	PN	RL27_HUMAN
P46778	27.6003577854672	PN	RL21_HUMAN
Q71UM5	24.7048110312859	PN	RS27L_HUMAN
Q14764	29.4978331599629	PA	MVP_HUMAN
P04083	25.5154106605797	PA	ANXA1_HUMAN
P07202	25.3256293893719	PA	PERT_HUMAN
P02751	23.3717777140245	PA	FINC_HUMAN
P17931	23.0468868285059	PA	LEG3_HUMAN
P10909	20.194527922935	PA	CLUS_HUMAN
P09382	16.2130773281871	PA	LEG1_HUMAN
O60504	15.7875598022915	PA	VINEX_HUMAN
P12277	15.5676700859543	PA	KCRB_HUMAN
P37802	12.7130221468268	PA	TAGL2_HUMAN
O94875	11.7718925229535	PA	SRBS2_HUMAN
O60437	8.33533729403156	PA	PEPL_HUMAN
P07202	12.536846630003	PC	PERT_HUMAN
P12277	12.1462754183732	PC	KCRB_HUMAN
P17931	11.91174459181	PC	LEG3_HUMAN
P02751	10.4200368831695	PC	FINC_HUMAN
Q14764	10.2085070267661	PC	MVP_HUMAN
P04083	9.33014247304069	PC	ANXA1_HUMAN
P10909	8.6126189009827	PC	CLUS_HUMAN
O94875	8.40556504585886	PC	SRBS2_HUMAN
O60504	8.05832085308653	PC	VINEX_HUMAN
Q9Y4L1	7.6462342539243	PC	HYOU1_HUMAN
P12429	7.47674397281891	PC	ANXA3_HUMAN
P37802	7.24251509564419	PC	TAGL2_HUMAN
O00339	7.22850786449962	PC	MATN2_HUMAN
P07355	6.89123276638835	PC	ANXA2_HUMAN
Q13642	6.47676850713711	PC	FHL1_HUMAN
O60437	6.35765134898676	PC	PEPL_HUMAN
P27797	6.15809700789668	PC	CALR_HUMAN
P23526	6.06231732432658	PC	SAHH_HUMAN
P09382	5.66820037971664	PC	LEG1_HUMAN
P01009	5.18698059980883	PC	A1AT_HUMAN
Q14847	4.974928122005	PC	LASP1_HUMAN
Q71UM5	4.82207358468627	PC	RS27L_HUMAN
Q6PHW0	4.45685617886703	PC	IYD1_HUMAN
P08758	4.385711619661	PC	ANXA5_HUMAN
Q96CM8	4.26452224925186	PC	ACSF2_HUMAN
P14625	4.20217881814819	PC	ENPL_HUMAN
P31939	4.14151227136981	PC	PUR9_HUMAN
P21333	4.1380758009266	PC	FLNA_HUMAN
O15230	3.9155363010005	PC	LAMA5_HUMAN
P08294	3.87396103243881	PC	SODE_HUMAN
P52566	3.87096984741315	PC	GDIR2_HUMAN
P51888	3.79549323090196	PC	PRELP_HUMAN
P04179	3.69370990744694	PC	SODM_HUMAN
P14543	3.66517319772407	PC	NID1_HUMAN
Q14195	3.63034247510298	PC	DPYL3_HUMAN
P04843	3.6271984937355	PC	RPN1_HUMAN
Q14165	3.51043299477251	PC	MLEC_HUMAN
P17174	3.4091538508494	PC	AATC_HUMAN
P49419	3.40384378393735	PC	AL7A1_HUMAN
P21266	3.38366158369155	PC	GSTM3_HUMAN
Q13425	3.33735278459521	PC	SNTB2_HUMAN
O00264	3.32755731374695	PC	PGRC1_HUMAN
P14618	3.31112193082265	PC	KPYM_HUMAN
Q6PCB0	3.22158963640564	PC	VWA1_HUMAN
Q9HCC0	3.17929993452228	PC	MCCB_HUMAN
P09525	3.14661529698315	PC	ANXA4_HUMAN
Q9UHQ9	3.13519457076858	PC	NB5R1_HUMAN
P24752	3.09680134630555	PC	THIL_HUMAN
Q01813	3.07793794882778	PC	PFKAP_HUMAN
P12694	3.03182929872898	PC	ODBA_HUMAN
Q13938	3.01582441863065	PC	CAYP1_HUMAN
P00352	3.00225543172409	PC	AL1A1_HUMAN
Q14315	2.9692173144933	PC	FLNC_HUMAN
P62942	2.96469471524384	PC	FKB1A_HUMAN
Q9NQC3	2.93618088615751	PC	RTN4_HUMAN
P13667	2.9009334497559	PC	PDIA4_HUMAN
P31937	2.86557644576016	PC	3HIDH_HUMAN
P05165	2.86228862311302	PC	PCCA_HUMAN
P23246	2.85841293810361	PC	SFPQ_HUMAN
P05091	2.83448506729371	PC	ALDH2_HUMAN
Q99536	2.80516873710143	PC	VAT1_HUMAN
Q15417	2.71825233583031	PC	CNN3_HUMAN
P12814	2.64112699658605	PC	ACTN1_HUMAN
P05166	2.63970693319798	PC	PCCB_HUMAN
P06396	2.63941348668603	PC	GELS_HUMAN
P52272	2.62403705658656	PC	HNRPM_HUMAN
P07942	2.62345882581513	PC	LAMB1_HUMAN
Q99497	2.6157887201506	PC	PARK7_HUMAN
Q15149	2.60877376089218	PC	PLEC_HUMAN
P07195	2.51233799691789	PC	LDHB_HUMAN
P62191	2.48442876545165	PC	PRS4_HUMAN
Q9Y6U3	2.46926758722871	PC	ADSV_HUMAN
P02452	2.44492826851119	PC	CO1A1_HUMAN
Q14624	2.44230683686407	PC	ITIH4_HUMAN
O43396	2.42220602435377	PC	TXNL1_HUMAN
P67936	2.41183049862986	PC	TPM4_HUMAN
P46940	2.40245513474596	PC	IQGA1_HUMAN
P42126	2.37398535250626	PC	ECI1_HUMAN
P49411	2.37355043892945	PC	EFTU_HUMAN
Q02252	2.35713976963653	PC	MMSA_HUMAN
Q7Z4W1	2.34926752238186	PC	DCXR_HUMAN
P43304	2.32601217953144	PC	GPDM_HUMAN
Q9Y2Q3	2.3003464713964	PC	GSTK1_HUMAN
Q00325	2.23382334745842	PC	MPCP_HUMAN
Q9Y646	2.21911583137152	PC	CBPQ_HUMAN
Q9UHV9	2.21023640183198	PC	PFD2_HUMAN
P30101	2.2006994773894	PC	PDIA3_HUMAN
P63104	2.18975665001774	PC	1433Z_HUMAN
Q01995	2.17198359711741	PC	TAGL_HUMAN
